Calendar_Year,State,School_Period_Type,School_Period_Name,Date
2022,ACT,Holiday,School Holidays,2022-07-12
2022,ACT,Holiday,School Holidays,2022-07-13
2022,ACT,Holiday,School Holidays,2022-07-14
2022,ACT,Holiday,School Holidays,2022-07-15
2022,ACT,Holiday,School Holidays,2022-07-16
2022,ACT,Holiday,School Holidays,2022-07-17
2022,ACT,Holiday,School Holidays,2022-09-24
2022,ACT,Holiday,School Holidays,2022-09-25
2022,ACT,Holiday,School Holidays,2022-09-26
2022,ACT,Holiday,School Holidays,2022-09-27
2022,ACT,Holiday,School Holidays,2022-09-28
2022,ACT,Holiday,School Holidays,2022-09-29
2022,ACT,Holiday,School Holidays,2022-09-30
2022,ACT,Holiday,School Holidays,2022-10-01
2022,ACT,Holiday,School Holidays,2022-10-02
2022,ACT,Holiday,School Holidays,2022-10-03
2022,ACT,Holiday,School Holidays,2022-10-04
2022,ACT,Holiday,School Holidays,2022-10-05
2022,ACT,Holiday,School Holidays,2022-10-06
2022,ACT,Holiday,School Holidays,2022-10-07
2022,ACT,Holiday,School Holidays,2022-10-08
2022,ACT,Holiday,School Holidays,2022-10-09
2022,ACT,Holiday,School Holidays,2022-12-17
2022,ACT,Holiday,School Holidays,2022-12-18
2022,ACT,Holiday,School Holidays,2022-12-19
2022,ACT,Holiday,School Holidays,2022-12-20
2022,ACT,Holiday,School Holidays,2022-12-21
2022,ACT,Holiday,School Holidays,2022-12-22
2022,ACT,Holiday,School Holidays,2022-12-23
2022,ACT,Holiday,School Holidays,2022-12-24
2022,ACT,Holiday,School Holidays,2022-12-25
2022,ACT,Holiday,School Holidays,2022-12-26
2022,ACT,Holiday,School Holidays,2022-12-27
2022,ACT,Holiday,School Holidays,2022-12-28
2022,ACT,Holiday,School Holidays,2022-12-29
2022,ACT,Holiday,School Holidays,2022-12-30
2022,ACT,Holiday,School Holidays,2022-12-31
2022,ACT,Holiday,School Holidays,2023-01-01
2022,ACT,Holiday,School Holidays,2023-01-02
2022,ACT,Holiday,School Holidays,2023-01-03
2022,ACT,Holiday,School Holidays,2023-01-04
2022,ACT,Holiday,School Holidays,2023-01-05
2022,ACT,Holiday,School Holidays,2023-01-06
2022,ACT,Holiday,School Holidays,2023-01-07
2022,ACT,Holiday,School Holidays,2023-01-08
2022,ACT,Holiday,School Holidays,2023-01-09
2022,ACT,Holiday,School Holidays,2023-01-10
2022,ACT,Holiday,School Holidays,2023-01-11
2022,ACT,Holiday,School Holidays,2023-01-12
2022,ACT,Holiday,School Holidays,2023-01-13
2022,ACT,Holiday,School Holidays,2023-01-14
2022,ACT,Holiday,School Holidays,2023-01-15
2022,ACT,Holiday,School Holidays,2023-01-16
2022,ACT,Holiday,School Holidays,2023-01-17
2022,ACT,Holiday,School Holidays,2023-01-18
2022,ACT,Holiday,School Holidays,2023-01-19
2022,ACT,Holiday,School Holidays,2023-01-20
2022,ACT,Holiday,School Holidays,2023-01-21
2022,ACT,Holiday,School Holidays,2023-01-22
2022,ACT,Holiday,School Holidays,2023-01-23
2022,ACT,Holiday,School Holidays,2023-01-24
2022,ACT,Holiday,School Holidays,2023-01-25
2022,ACT,Holiday,School Holidays,2023-01-26
2022,ACT,Holiday,School Holidays,2023-01-27
2022,ACT,Holiday,School Holidays,2023-01-28
2022,ACT,Holiday,School Holidays,2023-01-29
2023,ACT,Holiday,School Holidays,2023-04-07
2023,ACT,Holiday,School Holidays,2023-04-08
2023,ACT,Holiday,School Holidays,2023-04-09
2023,ACT,Holiday,School Holidays,2023-04-10
2023,ACT,Holiday,School Holidays,2023-04-11
2023,ACT,Holiday,School Holidays,2023-04-12
2023,ACT,Holiday,School Holidays,2023-04-13
2023,ACT,Holiday,School Holidays,2023-04-14
2023,ACT,Holiday,School Holidays,2023-04-15
2023,ACT,Holiday,School Holidays,2023-04-16
2023,ACT,Holiday,School Holidays,2023-04-17
2023,ACT,Holiday,School Holidays,2023-04-18
2023,ACT,Holiday,School Holidays,2023-04-19
2023,ACT,Holiday,School Holidays,2023-04-20
2023,ACT,Holiday,School Holidays,2023-04-21
2023,ACT,Holiday,School Holidays,2023-04-22
2023,ACT,Holiday,School Holidays,2023-04-23
2023,ACT,Holiday,School Holidays,2023-07-01
2023,ACT,Holiday,School Holidays,2023-07-02
2023,ACT,Holiday,School Holidays,2023-07-03
2023,ACT,Holiday,School Holidays,2023-07-04
2023,ACT,Holiday,School Holidays,2023-07-05
2023,ACT,Holiday,School Holidays,2023-07-06
2023,ACT,Holiday,School Holidays,2023-07-07
2023,ACT,Holiday,School Holidays,2023-07-08
2023,ACT,Holiday,School Holidays,2023-07-09
2023,ACT,Holiday,School Holidays,2023-07-10
2023,ACT,Holiday,School Holidays,2023-07-11
2023,ACT,Holiday,School Holidays,2023-07-12
2023,ACT,Holiday,School Holidays,2023-07-13
2023,ACT,Holiday,School Holidays,2023-07-14
2023,ACT,Holiday,School Holidays,2023-07-15
2023,ACT,Holiday,School Holidays,2023-07-16
2023,ACT,Holiday,School Holidays,2023-09-23
2023,ACT,Holiday,School Holidays,2023-09-24
2023,ACT,Holiday,School Holidays,2023-09-25
2023,ACT,Holiday,School Holidays,2023-09-26
2023,ACT,Holiday,School Holidays,2023-09-27
2023,ACT,Holiday,School Holidays,2023-09-28
2023,ACT,Holiday,School Holidays,2023-09-29
2023,ACT,Holiday,School Holidays,2023-09-30
2023,ACT,Holiday,School Holidays,2023-10-01
2023,ACT,Holiday,School Holidays,2023-10-02
2023,ACT,Holiday,School Holidays,2023-10-03
2023,ACT,Holiday,School Holidays,2023-10-04
2023,ACT,Holiday,School Holidays,2023-10-05
2023,ACT,Holiday,School Holidays,2023-10-06
2023,ACT,Holiday,School Holidays,2023-10-07
2023,ACT,Holiday,School Holidays,2023-10-08
2023,ACT,Holiday,School Holidays,2023-12-16
2023,ACT,Holiday,School Holidays,2023-12-17
2023,ACT,Holiday,School Holidays,2023-12-18
2023,ACT,Holiday,School Holidays,2023-12-19
2023,ACT,Holiday,School Holidays,2023-12-20
2023,ACT,Holiday,School Holidays,2023-12-21
2023,ACT,Holiday,School Holidays,2023-12-22
2023,ACT,Holiday,School Holidays,2023-12-23
2023,ACT,Holiday,School Holidays,2023-12-24
2023,ACT,Holiday,School Holidays,2023-12-25
2023,ACT,Holiday,School Holidays,2023-12-26
2023,ACT,Holiday,School Holidays,2023-12-27
2023,ACT,Holiday,School Holidays,2023-12-28
2023,ACT,Holiday,School Holidays,2023-12-29
2023,ACT,Holiday,School Holidays,2023-12-30
2023,ACT,Holiday,School Holidays,2023-12-31
2023,ACT,Holiday,School Holidays,2024-01-01
2023,ACT,Holiday,School Holidays,2024-01-02
2023,ACT,Holiday,School Holidays,2024-01-03
2023,ACT,Holiday,School Holidays,2024-01-04
2023,ACT,Holiday,School Holidays,2024-01-05
2023,ACT,Holiday,School Holidays,2024-01-06
2023,ACT,Holiday,School Holidays,2024-01-07
2023,ACT,Holiday,School Holidays,2024-01-08
2023,ACT,Holiday,School Holidays,2024-01-09
2023,ACT,Holiday,School Holidays,2024-01-10
2023,ACT,Holiday,School Holidays,2024-01-11
2023,ACT,Holiday,School Holidays,2024-01-12
2023,ACT,Holiday,School Holidays,2024-01-13
2023,ACT,Holiday,School Holidays,2024-01-14
2023,ACT,Holiday,School Holidays,2024-01-15
2023,ACT,Holiday,School Holidays,2024-01-16
2023,ACT,Holiday,School Holidays,2024-01-17
2023,ACT,Holiday,School Holidays,2024-01-18
2023,ACT,Holiday,School Holidays,2024-01-19
2023,ACT,Holiday,School Holidays,2024-01-20
2023,ACT,Holiday,School Holidays,2024-01-21
2023,ACT,Holiday,School Holidays,2024-01-22
2023,ACT,Holiday,School Holidays,2024-01-23
2023,ACT,Holiday,School Holidays,2024-01-24
2023,ACT,Holiday,School Holidays,2024-01-25
2023,ACT,Holiday,School Holidays,2024-01-26
2023,ACT,Holiday,School Holidays,2024-01-27
2023,ACT,Holiday,School Holidays,2024-01-28
2023,ACT,Holiday,School Holidays,2024-01-29
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-13
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-14
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-15
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-16
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-17
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-18
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-19
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-20
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-21
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-22
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-23
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-24
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-25
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-26
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-27
2024,ACT,Holiday,Term 1 Holidays (Autumn),2024-04-28
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-06
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-07
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-08
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-09
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-10
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-11
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-12
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-13
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-14
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-15
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-16
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-17
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-18
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-19
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-20
2024,ACT,Holiday,Term 2 Holidays (Winter),2024-07-21
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-09-28
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-09-29
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-09-30
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-01
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-02
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-03
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-04
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-05
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-06
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-07
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-08
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-09
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-10
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-11
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-12
2024,ACT,Holiday,Term 3 Holidays (Spring),2024-10-13
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-18
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-19
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-20
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-21
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-22
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-23
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-24
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-25
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-26
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-27
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-28
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-29
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-30
2024,ACT,Holiday,Term 4 Holidays (Summer),2024-12-31
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-01
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-02
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-03
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-04
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-05
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-06
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-07
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-08
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-09
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-10
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-11
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-12
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-13
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-14
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-15
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-16
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-17
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-18
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-19
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-20
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-21
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-22
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-23
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-24
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-25
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-26
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-27
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-28
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-29
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-30
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-01-31
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-02-01
2024,ACT,Holiday,Term 4 Holidays (Summer),2025-02-02
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-02
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-03
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-04
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-05
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-06
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-07
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-08
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-09
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-10
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-11
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-12
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-13
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-14
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-15
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-16
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-17
2010,NSW,Holiday,Term 1 Holidays (Autumn),2010-04-18
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-03
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-04
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-05
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-06
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-07
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-08
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-09
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-10
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-11
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-12
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-13
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-14
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-15
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-16
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-17
2010,NSW,Holiday,Term 2 Holidays (Winter),2010-07-18
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-09-25
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-09-26
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-09-27
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-09-28
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-09-29
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-09-30
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-01
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-02
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-03
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-04
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-05
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-06
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-07
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-08
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-09
2010,NSW,Holiday,Term 3 Holidays (Spring),2010-10-10
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-18
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-19
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-20
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-21
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-22
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-23
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-24
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-25
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-26
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-27
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-28
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-29
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-30
2010,NSW,Holiday,Term 4 Holidays (Summer),2010-12-31
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-01
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-02
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-03
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-04
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-05
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-06
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-07
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-08
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-09
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-10
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-11
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-12
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-13
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-14
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-15
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-16
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-17
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-18
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-19
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-20
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-21
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-22
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-23
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-24
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-25
2010,NSW,Holiday,Term 4 Holidays (Summer),2011-01-26
2011,NSW,Holiday,School Holiday 1,2011-04-09
2011,NSW,Holiday,School Holiday 1,2011-04-10
2011,NSW,Holiday,School Holiday 1,2011-04-11
2011,NSW,Holiday,School Holiday 1,2011-04-12
2011,NSW,Holiday,School Holiday 1,2011-04-13
2011,NSW,Holiday,School Holiday 1,2011-04-14
2011,NSW,Holiday,School Holiday 1,2011-04-15
2011,NSW,Holiday,School Holiday 1,2011-04-16
2011,NSW,Holiday,School Holiday 1,2011-04-17
2011,NSW,Holiday,School Holiday 1,2011-04-18
2011,NSW,Holiday,School Holiday 1,2011-04-19
2011,NSW,Holiday,School Holiday 1,2011-04-20
2011,NSW,Holiday,School Holiday 1,2011-04-21
2011,NSW,Holiday,School Holiday 1,2011-04-22
2011,NSW,Holiday,School Holiday 1,2011-04-23
2011,NSW,Holiday,School Holiday 1,2011-04-24
2011,NSW,Holiday,School Holiday 1,2011-04-25
2011,NSW,Holiday,School Holiday 1,2011-04-26
2011,NSW,Holiday,School Holiday 1,2011-04-27
2011,NSW,Holiday,School Holiday 2,2011-07-02
2011,NSW,Holiday,School Holiday 2,2011-07-03
2011,NSW,Holiday,School Holiday 2,2011-07-04
2011,NSW,Holiday,School Holiday 2,2011-07-05
2011,NSW,Holiday,School Holiday 2,2011-07-06
2011,NSW,Holiday,School Holiday 2,2011-07-07
2011,NSW,Holiday,School Holiday 2,2011-07-08
2011,NSW,Holiday,School Holiday 2,2011-07-09
2011,NSW,Holiday,School Holiday 2,2011-07-10
2011,NSW,Holiday,School Holiday 2,2011-07-11
2011,NSW,Holiday,School Holiday 2,2011-07-12
2011,NSW,Holiday,School Holiday 2,2011-07-13
2011,NSW,Holiday,School Holiday 2,2011-07-14
2011,NSW,Holiday,School Holiday 2,2011-07-15
2011,NSW,Holiday,School Holiday 2,2011-07-16
2011,NSW,Holiday,School Holiday 2,2011-07-17
2011,NSW,Holiday,School Holiday 2,2011-07-18
2011,NSW,Holiday,School Holiday 3,2011-09-24
2011,NSW,Holiday,School Holiday 3,2011-09-25
2011,NSW,Holiday,School Holiday 3,2011-09-26
2011,NSW,Holiday,School Holiday 3,2011-09-27
2011,NSW,Holiday,School Holiday 3,2011-09-28
2011,NSW,Holiday,School Holiday 3,2011-09-29
2011,NSW,Holiday,School Holiday 3,2011-09-30
2011,NSW,Holiday,School Holiday 3,2011-10-01
2011,NSW,Holiday,School Holiday 3,2011-10-02
2011,NSW,Holiday,School Holiday 3,2011-10-03
2011,NSW,Holiday,School Holiday 3,2011-10-04
2011,NSW,Holiday,School Holiday 3,2011-10-05
2011,NSW,Holiday,School Holiday 3,2011-10-06
2011,NSW,Holiday,School Holiday 3,2011-10-07
2011,NSW,Holiday,School Holiday 3,2011-10-08
2011,NSW,Holiday,School Holiday 3,2011-10-09
2011,NSW,Holiday,School Holiday 4 - East,2011-12-17
2011,NSW,Holiday,School Holiday 4 - West,2011-12-17
2011,NSW,Holiday,School Holiday 4 - East,2011-12-18
2011,NSW,Holiday,School Holiday 4 - West,2011-12-18
2011,NSW,Holiday,School Holiday 4 - East,2011-12-19
2011,NSW,Holiday,School Holiday 4 - West,2011-12-19
2011,NSW,Holiday,School Holiday 4 - East,2011-12-20
2011,NSW,Holiday,School Holiday 4 - West,2011-12-20
2011,NSW,Holiday,School Holiday 4 - East,2011-12-21
2011,NSW,Holiday,School Holiday 4 - West,2011-12-21
2011,NSW,Holiday,School Holiday 4 - East,2011-12-22
2011,NSW,Holiday,School Holiday 4 - West,2011-12-22
2011,NSW,Holiday,School Holiday 4 - East,2011-12-23
2011,NSW,Holiday,School Holiday 4 - West,2011-12-23
2011,NSW,Holiday,School Holiday 4 - East,2011-12-24
2011,NSW,Holiday,School Holiday 4 - West,2011-12-24
2011,NSW,Holiday,School Holiday 4 - East,2011-12-25
2011,NSW,Holiday,School Holiday 4 - West,2011-12-25
2011,NSW,Holiday,School Holiday 4 - East,2011-12-26
2011,NSW,Holiday,School Holiday 4 - West,2011-12-26
2011,NSW,Holiday,School Holiday 4 - East,2011-12-27
2011,NSW,Holiday,School Holiday 4 - West,2011-12-27
2011,NSW,Holiday,School Holiday 4 - East,2011-12-28
2011,NSW,Holiday,School Holiday 4 - West,2011-12-28
2011,NSW,Holiday,School Holiday 4 - East,2011-12-29
2011,NSW,Holiday,School Holiday 4 - West,2011-12-29
2011,NSW,Holiday,School Holiday 4 - East,2011-12-30
2011,NSW,Holiday,School Holiday 4 - West,2011-12-30
2011,NSW,Holiday,School Holiday 4 - East,2011-12-31
2011,NSW,Holiday,School Holiday 4 - West,2011-12-31
2011,NSW,Holiday,School Holiday 4 - East,2012-01-01
2011,NSW,Holiday,School Holiday 4 - West,2012-01-01
2011,NSW,Holiday,School Holiday 4 - East,2012-01-02
2011,NSW,Holiday,School Holiday 4 - West,2012-01-02
2011,NSW,Holiday,School Holiday 4 - East,2012-01-03
2011,NSW,Holiday,School Holiday 4 - West,2012-01-03
2011,NSW,Holiday,School Holiday 4 - East,2012-01-04
2011,NSW,Holiday,School Holiday 4 - West,2012-01-04
2011,NSW,Holiday,School Holiday 4 - East,2012-01-05
2011,NSW,Holiday,School Holiday 4 - West,2012-01-05
2011,NSW,Holiday,School Holiday 4 - East,2012-01-06
2011,NSW,Holiday,School Holiday 4 - West,2012-01-06
2011,NSW,Holiday,School Holiday 4 - East,2012-01-07
2011,NSW,Holiday,School Holiday 4 - West,2012-01-07
2011,NSW,Holiday,School Holiday 4 - East,2012-01-08
2011,NSW,Holiday,School Holiday 4 - West,2012-01-08
2011,NSW,Holiday,School Holiday 4 - East,2012-01-09
2011,NSW,Holiday,School Holiday 4 - West,2012-01-09
2011,NSW,Holiday,School Holiday 4 - East,2012-01-10
2011,NSW,Holiday,School Holiday 4 - West,2012-01-10
2011,NSW,Holiday,School Holiday 4 - East,2012-01-11
2011,NSW,Holiday,School Holiday 4 - West,2012-01-11
2011,NSW,Holiday,School Holiday 4 - East,2012-01-12
2011,NSW,Holiday,School Holiday 4 - West,2012-01-12
2011,NSW,Holiday,School Holiday 4 - East,2012-01-13
2011,NSW,Holiday,School Holiday 4 - West,2012-01-13
2011,NSW,Holiday,School Holiday 4 - East,2012-01-14
2011,NSW,Holiday,School Holiday 4 - West,2012-01-14
2011,NSW,Holiday,School Holiday 4 - East,2012-01-15
2011,NSW,Holiday,School Holiday 4 - West,2012-01-15
2011,NSW,Holiday,School Holiday 4 - East,2012-01-16
2011,NSW,Holiday,School Holiday 4 - West,2012-01-16
2011,NSW,Holiday,School Holiday 4 - East,2012-01-17
2011,NSW,Holiday,School Holiday 4 - West,2012-01-17
2011,NSW,Holiday,School Holiday 4 - East,2012-01-18
2011,NSW,Holiday,School Holiday 4 - West,2012-01-18
2011,NSW,Holiday,School Holiday 4 - East,2012-01-19
2011,NSW,Holiday,School Holiday 4 - West,2012-01-19
2011,NSW,Holiday,School Holiday 4 - East,2012-01-20
2011,NSW,Holiday,School Holiday 4 - West,2012-01-20
2011,NSW,Holiday,School Holiday 4 - East,2012-01-21
2011,NSW,Holiday,School Holiday 4 - West,2012-01-21
2011,NSW,Holiday,School Holiday 4 - East,2012-01-22
2011,NSW,Holiday,School Holiday 4 - West,2012-01-22
2011,NSW,Holiday,School Holiday 4 - East,2012-01-23
2011,NSW,Holiday,School Holiday 4 - West,2012-01-23
2011,NSW,Holiday,School Holiday 4 - East,2012-01-24
2011,NSW,Holiday,School Holiday 4 - West,2012-01-24
2011,NSW,Holiday,School Holiday 4 - East,2012-01-25
2011,NSW,Holiday,School Holiday 4 - West,2012-01-25
2011,NSW,Holiday,School Holiday 4 - East,2012-01-26
2011,NSW,Holiday,School Holiday 4 - West,2012-01-26
